name,m_f,approx_percentage,num_in_us,rank,source_census,source_web
LEANDRO,m,0.004,"5,836",1183,1990,http://names.mongabay.com/male_names_alpha.htm
LEE,m,0.162,"236,352",123,1990,http://names.mongabay.com/male_names_alpha.htm
LEIF,m,0.004,"5,836",1201,1990,http://names.mongabay.com/male_names_alpha.htm
LEIGH,m,0.004,"5,836",1127,1990,http://names.mongabay.com/male_names_alpha.htm
LELAND,m,0.027,"39,392",403,1990,http://names.mongabay.com/male_names_alpha.htm
LEMUEL,m,0.006,"8,754",879,1990,http://names.mongabay.com/male_names_alpha.htm
LEN,m,0.004,"5,836",1104,1990,http://names.mongabay.com/male_names_alpha.htm
LENARD,m,0.005,"7,295",941,1990,http://names.mongabay.com/male_names_alpha.htm
LENNY,m,0.005,"7,295",968,1990,http://names.mongabay.com/male_names_alpha.htm
LEO,m,0.106,"154,650",168,1990,http://names.mongabay.com/male_names_alpha.htm
LEON,m,0.112,"163,404",162,1990,http://names.mongabay.com/male_names_alpha.htm
LEONARD,m,0.186,"271,367",107,1990,http://names.mongabay.com/male_names_alpha.htm
LEONARDO,m,0.015,"21,884",552,1990,http://names.mongabay.com/male_names_alpha.htm
LEONEL,m,0.008,"11,672",742,1990,http://names.mongabay.com/male_names_alpha.htm
LEOPOLDO,m,0.006,"8,754",865,1990,http://names.mongabay.com/male_names_alpha.htm
LEROY,m,0.125,"182,370",144,1990,http://names.mongabay.com/male_names_alpha.htm
LES,m,0.006,"8,754",895,1990,http://names.mongabay.com/male_names_alpha.htm
LESLEY,m,0.004,"5,836",1172,1990,http://names.mongabay.com/male_names_alpha.htm
LESLIE,m,0.081,"118,176",208,1990,http://names.mongabay.com/male_names_alpha.htm
LESTER,m,0.091,"132,765",194,1990,http://names.mongabay.com/male_names_alpha.htm
LEVI,m,0.025,"36,474",416,1990,http://names.mongabay.com/male_names_alpha.htm
LEWIS,m,0.099,"144,437",180,1990,http://names.mongabay.com/male_names_alpha.htm
LINCOLN,m,0.008,"11,672",781,1990,http://names.mongabay.com/male_names_alpha.htm
LINDSAY,m,0.004,"5,836",1211,1990,http://names.mongabay.com/male_names_alpha.htm
LINDSEY,m,0.007,"10,213",834,1990,http://names.mongabay.com/male_names_alpha.htm
LINO,m,0.004,"5,836",1107,1990,http://names.mongabay.com/male_names_alpha.htm
LINWOOD,m,0.009,"13,131",711,1990,http://names.mongabay.com/male_names_alpha.htm
LIONEL,m,0.024,"35,015",420,1990,http://names.mongabay.com/male_names_alpha.htm
LLOYD,m,0.112,"163,404",160,1990,http://names.mongabay.com/male_names_alpha.htm
LOGAN,m,0.017,"24,802",523,1990,http://names.mongabay.com/male_names_alpha.htm
LON,m,0.007,"10,213",800,1990,http://names.mongabay.com/male_names_alpha.htm
LONG,m,0.004,"5,836",1157,1990,http://names.mongabay.com/male_names_alpha.htm
LONNIE,m,0.064,"93,374",244,1990,http://names.mongabay.com/male_names_alpha.htm
LONNY,m,0.004,"5,836",1103,1990,http://names.mongabay.com/male_names_alpha.htm
LOREN,m,0.032,"46,687",376,1990,http://names.mongabay.com/male_names_alpha.htm
LORENZO,m,0.036,"52,523",339,1990,http://names.mongabay.com/male_names_alpha.htm
LOU,m,0.005,"7,295",1025,1990,http://names.mongabay.com/male_names_alpha.htm
LOUIE,m,0.018,"26,261",514,1990,http://names.mongabay.com/male_names_alpha.htm
LOUIS,m,0.243,"354,528",75,1990,http://names.mongabay.com/male_names_alpha.htm
LOWELL,m,0.029,"42,310",391,1990,http://names.mongabay.com/male_names_alpha.htm
LOYD,m,0.011,"16,049",639,1990,http://names.mongabay.com/male_names_alpha.htm
LUCAS,m,0.031,"45,228",381,1990,http://names.mongabay.com/male_names_alpha.htm
LUCIANO,m,0.007,"10,213",833,1990,http://names.mongabay.com/male_names_alpha.htm
LUCIEN,m,0.007,"10,213",844,1990,http://names.mongabay.com/male_names_alpha.htm
LUCIO,m,0.006,"8,754",873,1990,http://names.mongabay.com/male_names_alpha.htm
LUCIUS,m,0.004,"5,836",1171,1990,http://names.mongabay.com/male_names_alpha.htm
LUIGI,m,0.004,"5,836",1193,1990,http://names.mongabay.com/male_names_alpha.htm
LUIS,m,0.189,"275,744",104,1990,http://names.mongabay.com/male_names_alpha.htm
LUKE,m,0.04,"58,358",320,1990,http://names.mongabay.com/male_names_alpha.htm
LUPE,m,0.005,"7,295",971,1990,http://names.mongabay.com/male_names_alpha.htm
LUTHER,m,0.043,"62,735",309,1990,http://names.mongabay.com/male_names_alpha.htm
LYLE,m,0.038,"55,441",328,1990,http://names.mongabay.com/male_names_alpha.htm
LYMAN,m,0.006,"8,754",912,1990,http://names.mongabay.com/male_names_alpha.htm
LYNDON,m,0.005,"7,295",1020,1990,http://names.mongabay.com/male_names_alpha.htm
LYNN,m,0.038,"55,441",330,1990,http://names.mongabay.com/male_names_alpha.htm
LYNWOOD,m,0.004,"5,836",1210,1990,http://names.mongabay.com/male_names_alpha.htm
MAC,m,0.005,"7,295",979,1990,http://names.mongabay.com/male_names_alpha.htm
MACK,m,0.025,"36,474",415,1990,http://names.mongabay.com/male_names_alpha.htm
MAJOR,m,0.007,"10,213",826,1990,http://names.mongabay.com/male_names_alpha.htm
MALCOLM,m,0.034,"49,605",355,1990,http://names.mongabay.com/male_names_alpha.htm
MALCOM,m,0.004,"5,836",1156,1990,http://names.mongabay.com/male_names_alpha.htm
MALIK,m,0.004,"5,836",1148,1990,http://names.mongabay.com/male_names_alpha.htm
MAN,m,0.004,"5,836",1176,1990,http://names.mongabay.com/male_names_alpha.htm
MANUAL,m,0.004,"5,836",1139,1990,http://names.mongabay.com/male_names_alpha.htm
MANUEL,m,0.181,"264,072",110,1990,http://names.mongabay.com/male_names_alpha.htm
MARC,m,0.087,"126,930",201,1990,http://names.mongabay.com/male_names_alpha.htm
MARCEL,m,0.012,"17,508",613,1990,http://names.mongabay.com/male_names_alpha.htm
MARCELINO,m,0.009,"13,131",728,1990,http://names.mongabay.com/male_names_alpha.htm
MARCELLUS,m,0.004,"5,836",1170,1990,http://names.mongabay.com/male_names_alpha.htm
MARCELO,m,0.005,"7,295",946,1990,http://names.mongabay.com/male_names_alpha.htm
MARCO,m,0.033,"48,146",363,1990,http://names.mongabay.com/male_names_alpha.htm
MARCOS,m,0.025,"36,474",417,1990,http://names.mongabay.com/male_names_alpha.htm
MARCUS,m,0.124,"180,911",146,1990,http://names.mongabay.com/male_names_alpha.htm
MARGARITO,m,0.006,"8,754",890,1990,http://names.mongabay.com/male_names_alpha.htm
MARIA,m,0.005,"7,295",940,1990,http://names.mongabay.com/male_names_alpha.htm
MARIANO,m,0.008,"11,672",746,1990,http://names.mongabay.com/male_names_alpha.htm
MARIO,m,0.125,"182,370",143,1990,http://names.mongabay.com/male_names_alpha.htm
MARION,m,0.048,"70,030",290,1990,http://names.mongabay.com/male_names_alpha.htm
MARK,m,0.938,"1,368,506",14,1990,http://names.mongabay.com/male_names_alpha.htm
MARKUS,m,0.005,"7,295",1029,1990,http://names.mongabay.com/male_names_alpha.htm
MARLIN,m,0.012,"17,508",609,1990,http://names.mongabay.com/male_names_alpha.htm
MARLON,m,0.019,"27,720",497,1990,http://names.mongabay.com/male_names_alpha.htm
MARQUIS,m,0.006,"8,754",856,1990,http://names.mongabay.com/male_names_alpha.htm
MARSHALL,m,0.049,"71,489",285,1990,http://names.mongabay.com/male_names_alpha.htm
MARTIN,m,0.216,"315,136",85,1990,http://names.mongabay.com/male_names_alpha.htm
MARTY,m,0.024,"35,015",421,1990,http://names.mongabay.com/male_names_alpha.htm
MARVIN,m,0.171,"249,482",115,1990,http://names.mongabay.com/male_names_alpha.htm
MARY,m,0.009,"13,131",699,1990,http://names.mongabay.com/male_names_alpha.htm
MASON,m,0.012,"17,508",632,1990,http://names.mongabay.com/male_names_alpha.htm
MATHEW,m,0.064,"93,374",241,1990,http://names.mongabay.com/male_names_alpha.htm
MATT,m,0.038,"55,441",329,1990,http://names.mongabay.com/male_names_alpha.htm
MATTHEW,m,0.657,"958,538",25,1990,http://names.mongabay.com/male_names_alpha.htm
MAURICE,m,0.097,"141,519",184,1990,http://names.mongabay.com/male_names_alpha.htm
MAURICIO,m,0.01,"14,590",665,1990,http://names.mongabay.com/male_names_alpha.htm
MAURO,m,0.005,"7,295",955,1990,http://names.mongabay.com/male_names_alpha.htm
MAX,m,0.059,"86,079",255,1990,http://names.mongabay.com/male_names_alpha.htm
MAXIMO,m,0.005,"7,295",1048,1990,http://names.mongabay.com/male_names_alpha.htm
MAXWELL,m,0.01,"14,590",695,1990,http://names.mongabay.com/male_names_alpha.htm
MAYNARD,m,0.01,"14,590",672,1990,http://names.mongabay.com/male_names_alpha.htm
MCKINLEY,m,0.005,"7,295",1047,1990,http://names.mongabay.com/male_names_alpha.htm
MEL,m,0.005,"7,295",945,1990,http://names.mongabay.com/male_names_alpha.htm
MELVIN,m,0.162,"236,352",124,1990,http://names.mongabay.com/male_names_alpha.htm
MERLE,m,0.021,"30,638",468,1990,http://names.mongabay.com/male_names_alpha.htm
MERLIN,m,0.009,"13,131",725,1990,http://names.mongabay.com/male_names_alpha.htm
MERRILL,m,0.009,"13,131",726,1990,http://names.mongabay.com/male_names_alpha.htm
MERVIN,m,0.007,"10,213",819,1990,http://names.mongabay.com/male_names_alpha.htm
MICAH,m,0.017,"24,802",520,1990,http://names.mongabay.com/male_names_alpha.htm
MICHAEL,m,2.629,"3,835,609",4,1990,http://names.mongabay.com/male_names_alpha.htm
MICHAL,m,0.004,"5,836",1209,1990,http://names.mongabay.com/male_names_alpha.htm
MICHALE,m,0.004,"5,836",1145,1990,http://names.mongabay.com/male_names_alpha.htm
MICHEAL,m,0.123,"179,452",147,1990,http://names.mongabay.com/male_names_alpha.htm
MICHEL,m,0.012,"17,508",627,1990,http://names.mongabay.com/male_names_alpha.htm
MICKEY,m,0.016,"23,343",541,1990,http://names.mongabay.com/male_names_alpha.htm
MIGUEL,m,0.122,"177,993",150,1990,http://names.mongabay.com/male_names_alpha.htm
MIKE,m,0.189,"275,744",105,1990,http://names.mongabay.com/male_names_alpha.htm
MIKEL,m,0.005,"7,295",1006,1990,http://names.mongabay.com/male_names_alpha.htm
MILAN,m,0.004,"5,836",1106,1990,http://names.mongabay.com/male_names_alpha.htm
MILES,m,0.017,"24,802",519,1990,http://names.mongabay.com/male_names_alpha.htm
MILFORD,m,0.006,"8,754",907,1990,http://names.mongabay.com/male_names_alpha.htm
MILLARD,m,0.011,"16,049",644,1990,http://names.mongabay.com/male_names_alpha.htm
MILO,m,0.005,"7,295",960,1990,http://names.mongabay.com/male_names_alpha.htm
MILTON,m,0.08,"116,717",210,1990,http://names.mongabay.com/male_names_alpha.htm
MINH,m,0.005,"7,295",1014,1990,http://names.mongabay.com/male_names_alpha.htm
MIQUEL,m,0.004,"5,836",1062,1990,http://names.mongabay.com/male_names_alpha.htm
MITCH,m,0.006,"8,754",852,1990,http://names.mongabay.com/male_names_alpha.htm
MITCHEL,m,0.007,"10,213",818,1990,http://names.mongabay.com/male_names_alpha.htm
MITCHELL,m,0.072,"105,045",222,1990,http://names.mongabay.com/male_names_alpha.htm
MODESTO,m,0.004,"5,836",1137,1990,http://names.mongabay.com/male_names_alpha.htm
MOHAMED,m,0.005,"7,295",974,1990,http://names.mongabay.com/male_names_alpha.htm
MOHAMMAD,m,0.008,"11,672",745,1990,http://names.mongabay.com/male_names_alpha.htm
MOHAMMED,m,0.007,"10,213",839,1990,http://names.mongabay.com/male_names_alpha.htm
MOISES,m,0.013,"18,966",607,1990,http://names.mongabay.com/male_names_alpha.htm
MONROE,m,0.008,"11,672",766,1990,http://names.mongabay.com/male_names_alpha.htm
MONTE,m,0.015,"21,884",558,1990,http://names.mongabay.com/male_names_alpha.htm
MONTY,m,0.012,"17,508",628,1990,http://names.mongabay.com/male_names_alpha.htm
MORGAN,m,0.018,"26,261",508,1990,http://names.mongabay.com/male_names_alpha.htm
MORRIS,m,0.051,"74,407",278,1990,http://names.mongabay.com/male_names_alpha.htm
MORTON,m,0.007,"10,213",815,1990,http://names.mongabay.com/male_names_alpha.htm
MOSE,m,0.004,"5,836",1125,1990,http://names.mongabay.com/male_names_alpha.htm
MOSES,m,0.02,"29,179",472,1990,http://names.mongabay.com/male_names_alpha.htm
MOSHE,m,0.005,"7,295",1005,1990,http://names.mongabay.com/male_names_alpha.htm
MURRAY,m,0.015,"21,884",564,1990,http://names.mongabay.com/male_names_alpha.htm
MYLES,m,0.007,"10,213",813,1990,http://names.mongabay.com/male_names_alpha.htm
MYRON,m,0.03,"43,769",386,1990,http://names.mongabay.com/male_names_alpha.htm
NAPOLEON,m,0.006,"8,754",903,1990,http://names.mongabay.com/male_names_alpha.htm
NATHAN,m,0.185,"269,908",108,1990,http://names.mongabay.com/male_names_alpha.htm
NATHANAEL,m,0.004,"5,836",1121,1990,http://names.mongabay.com/male_names_alpha.htm
NATHANIAL,m,0.004,"5,836",1087,1990,http://names.mongabay.com/male_names_alpha.htm
NATHANIEL,m,0.081,"118,176",206,1990,http://names.mongabay.com/male_names_alpha.htm
NEAL,m,0.037,"53,982",337,1990,http://names.mongabay.com/male_names_alpha.htm
NED,m,0.012,"17,508",624,1990,http://names.mongabay.com/male_names_alpha.htm
NEIL,m,0.066,"96,291",234,1990,http://names.mongabay.com/male_names_alpha.htm
NELSON,m,0.061,"88,997",251,1990,http://names.mongabay.com/male_names_alpha.htm
NESTOR,m,0.009,"13,131",706,1990,http://names.mongabay.com/male_names_alpha.htm
NEVILLE,m,0.004,"5,836",1081,1990,http://names.mongabay.com/male_names_alpha.htm
NEWTON,m,0.005,"7,295",966,1990,http://names.mongabay.com/male_names_alpha.htm
NICHOLAS,m,0.275,"401,214",64,1990,http://names.mongabay.com/male_names_alpha.htm
NICK,m,0.043,"62,735",308,1990,http://names.mongabay.com/male_names_alpha.htm
NICKOLAS,m,0.01,"14,590",671,1990,http://names.mongabay.com/male_names_alpha.htm
NICKY,m,0.004,"5,836",1151,1990,http://names.mongabay.com/male_names_alpha.htm
NICOLAS,m,0.024,"35,015",427,1990,http://names.mongabay.com/male_names_alpha.htm
NIGEL,m,0.006,"8,754",886,1990,http://names.mongabay.com/male_names_alpha.htm
NOAH,m,0.022,"32,097",458,1990,http://names.mongabay.com/male_names_alpha.htm
NOBLE,m,0.005,"7,295",1004,1990,http://names.mongabay.com/male_names_alpha.htm
NOE,m,0.011,"16,049",658,1990,http://names.mongabay.com/male_names_alpha.htm
NOEL,m,0.03,"43,769",383,1990,http://names.mongabay.com/male_names_alpha.htm
NOLAN,m,0.013,"18,966",597,1990,http://names.mongabay.com/male_names_alpha.htm
NORBERT,m,0.013,"18,966",594,1990,http://names.mongabay.com/male_names_alpha.htm
NORBERTO,m,0.006,"8,754",902,1990,http://names.mongabay.com/male_names_alpha.htm
NORMAN,m,0.177,"258,236",113,1990,http://names.mongabay.com/male_names_alpha.htm
NORMAND,m,0.006,"8,754",897,1990,http://names.mongabay.com/male_names_alpha.htm
NORRIS,m,0.011,"16,049",643,1990,http://names.mongabay.com/male_names_alpha.htm
NUMBERS,m,0.008,"11,672",753,1990,http://names.mongabay.com/male_names_alpha.htm
OCTAVIO,m,0.008,"11,672",786,1990,http://names.mongabay.com/male_names_alpha.htm
ODELL,m,0.01,"14,590",694,1990,http://names.mongabay.com/male_names_alpha.htm
ODIS,m,0.005,"7,295",939,1990,http://names.mongabay.com/male_names_alpha.htm
OLEN,m,0.005,"7,295",958,1990,http://names.mongabay.com/male_names_alpha.htm
OLIN,m,0.006,"8,754",922,1990,http://names.mongabay.com/male_names_alpha.htm
OLIVER,m,0.04,"58,358",319,1990,http://names.mongabay.com/male_names_alpha.htm
OLLIE,m,0.01,"14,590",670,1990,http://names.mongabay.com/male_names_alpha.htm
OMAR,m,0.036,"52,523",340,1990,http://names.mongabay.com/male_names_alpha.htm
OMER,m,0.005,"7,295",1035,1990,http://names.mongabay.com/male_names_alpha.htm
OREN,m,0.005,"7,295",1003,1990,http://names.mongabay.com/male_names_alpha.htm
ORLANDO,m,0.037,"53,982",332,1990,http://names.mongabay.com/male_names_alpha.htm
ORVAL,m,0.005,"7,295",954,1990,http://names.mongabay.com/male_names_alpha.htm
ORVILLE,m,0.024,"35,015",430,1990,http://names.mongabay.com/male_names_alpha.htm
OSCAR,m,0.122,"177,993",151,1990,http://names.mongabay.com/male_names_alpha.htm
OSVALDO,m,0.006,"8,754",894,1990,http://names.mongabay.com/male_names_alpha.htm
OSWALDO,m,0.004,"5,836",1117,1990,http://names.mongabay.com/male_names_alpha.htm
OTHA,m,0.004,"5,836",1061,1990,http://names.mongabay.com/male_names_alpha.htm
OTIS,m,0.041,"59,817",316,1990,http://names.mongabay.com/male_names_alpha.htm
OTTO,m,0.018,"26,261",504,1990,http://names.mongabay.com/male_names_alpha.htm
OWEN,m,0.026,"37,933",410,1990,http://names.mongabay.com/male_names_alpha.htm
PABLO,m,0.036,"52,523",338,1990,http://names.mongabay.com/male_names_alpha.htm
PALMER,m,0.004,"5,836",1113,1990,http://names.mongabay.com/male_names_alpha.htm
PARIS,m,0.004,"5,836",1060,1990,http://names.mongabay.com/male_names_alpha.htm
PARKER,m,0.006,"8,754",878,1990,http://names.mongabay.com/male_names_alpha.htm
PASQUALE,m,0.008,"11,672",744,1990,http://names.mongabay.com/male_names_alpha.htm
PAT,m,0.022,"32,097",457,1990,http://names.mongabay.com/male_names_alpha.htm
PATRICIA,m,0.004,"5,836",1192,1990,http://names.mongabay.com/male_names_alpha.htm
PATRICK,m,0.389,"567,536",42,1990,http://names.mongabay.com/male_names_alpha.htm
PAUL,m,0.948,"1,383,095",13,1990,http://names.mongabay.com/male_names_alpha.htm
PEDRO,m,0.103,"150,273",177,1990,http://names.mongabay.com/male_names_alpha.htm
PERCY,m,0.021,"30,638",465,1990,http://names.mongabay.com/male_names_alpha.htm
PERRY,m,0.049,"71,489",287,1990,http://names.mongabay.com/male_names_alpha.htm
PETE,m,0.032,"46,687",365,1990,http://names.mongabay.com/male_names_alpha.htm
PETER,m,0.381,"555,864",43,1990,http://names.mongabay.com/male_names_alpha.htm
PHIL,m,0.021,"30,638",460,1990,http://names.mongabay.com/male_names_alpha.htm
PHILIP,m,0.197,"287,415",95,1990,http://names.mongabay.com/male_names_alpha.htm
PHILLIP,m,0.213,"310,759",87,1990,http://names.mongabay.com/male_names_alpha.htm
PIERRE,m,0.016,"23,343",531,1990,http://names.mongabay.com/male_names_alpha.htm
PORFIRIO,m,0.005,"7,295",938,1990,http://names.mongabay.com/male_names_alpha.htm
PORTER,m,0.004,"5,836",1200,1990,http://names.mongabay.com/male_names_alpha.htm
PRESTON,m,0.034,"49,605",360,1990,http://names.mongabay.com/male_names_alpha.htm
PRINCE,m,0.005,"7,295",937,1990,http://names.mongabay.com/male_names_alpha.htm
QUENTIN,m,0.015,"21,884",562,1990,http://names.mongabay.com/male_names_alpha.htm
QUINCY,m,0.01,"14,590",675,1990,http://names.mongabay.com/male_names_alpha.htm
QUINN,m,0.005,"7,295",994,1990,http://names.mongabay.com/male_names_alpha.htm
QUINTIN,m,0.005,"7,295",1009,1990,http://names.mongabay.com/male_names_alpha.htm
QUINTON,m,0.013,"18,966",600,1990,http://names.mongabay.com/male_names_alpha.htm
RAFAEL,m,0.081,"118,176",207,1990,http://names.mongabay.com/male_names_alpha.htm
RALEIGH,m,0.005,"7,295",1051,1990,http://names.mongabay.com/male_names_alpha.htm
RALPH,m,0.282,"411,427",62,1990,http://names.mongabay.com/male_names_alpha.htm
RAMIRO,m,0.022,"32,097",455,1990,http://names.mongabay.com/male_names_alpha.htm
RAMON,m,0.09,"131,307",196,1990,http://names.mongabay.com/male_names_alpha.htm
RANDAL,m,0.02,"29,179",477,1990,http://names.mongabay.com/male_names_alpha.htm
RANDALL,m,0.138,"201,337",139,1990,http://names.mongabay.com/male_names_alpha.htm
RANDELL,m,0.007,"10,213",825,1990,http://names.mongabay.com/male_names_alpha.htm
RANDOLPH,m,0.032,"46,687",366,1990,http://names.mongabay.com/male_names_alpha.htm
RANDY,m,0.232,"338,479",78,1990,http://names.mongabay.com/male_names_alpha.htm
RAPHAEL,m,0.012,"17,508",616,1990,http://names.mongabay.com/male_names_alpha.htm
RASHAD,m,0.004,"5,836",1054,1990,http://names.mongabay.com/male_names_alpha.htm
RAUL,m,0.079,"115,258",211,1990,http://names.mongabay.com/male_names_alpha.htm
RAY,m,0.153,"223,221",132,1990,http://names.mongabay.com/male_names_alpha.htm
RAYFORD,m,0.004,"5,836",1094,1990,http://names.mongabay.com/male_names_alpha.htm
RAYMON,m,0.004,"5,836",1093,1990,http://names.mongabay.com/male_names_alpha.htm
RAYMOND,m,0.488,"711,973",36,1990,http://names.mongabay.com/male_names_alpha.htm
RAYMUNDO,m,0.008,"11,672",776,1990,http://names.mongabay.com/male_names_alpha.htm
REED,m,0.01,"14,590",661,1990,http://names.mongabay.com/male_names_alpha.htm
REFUGIO,m,0.006,"8,754",892,1990,http://names.mongabay.com/male_names_alpha.htm
REGGIE,m,0.012,"17,508",631,1990,http://names.mongabay.com/male_names_alpha.htm
REGINALD,m,0.084,"122,553",202,1990,http://names.mongabay.com/male_names_alpha.htm
REID,m,0.007,"10,213",812,1990,http://names.mongabay.com/male_names_alpha.htm
REINALDO,m,0.006,"8,754",872,1990,http://names.mongabay.com/male_names_alpha.htm
RENALDO,m,0.004,"5,836",1169,1990,http://names.mongabay.com/male_names_alpha.htm
RENATO,m,0.004,"5,836",1071,1990,http://names.mongabay.com/male_names_alpha.htm
RENE,m,0.048,"70,030",295,1990,http://names.mongabay.com/male_names_alpha.htm
REUBEN,m,0.015,"21,884",549,1990,http://names.mongabay.com/male_names_alpha.htm
REX,m,0.037,"53,982",333,1990,http://names.mongabay.com/male_names_alpha.htm
REY,m,0.004,"5,836",1168,1990,http://names.mongabay.com/male_names_alpha.htm
REYES,m,0.005,"7,295",977,1990,http://names.mongabay.com/male_names_alpha.htm
REYNALDO,m,0.018,"26,261",506,1990,http://names.mongabay.com/male_names_alpha.htm
RHETT,m,0.004,"5,836",1112,1990,http://names.mongabay.com/male_names_alpha.htm
RICARDO,m,0.093,"135,683",191,1990,http://names.mongabay.com/male_names_alpha.htm
RICH,m,0.007,"10,213",821,1990,http://names.mongabay.com/male_names_alpha.htm
RICHARD,m,1.703,"2,484,611",7,1990,http://names.mongabay.com/male_names_alpha.htm
RICHIE,m,0.005,"7,295",970,1990,http://names.mongabay.com/male_names_alpha.htm
RICK,m,0.091,"132,765",193,1990,http://names.mongabay.com/male_names_alpha.htm
RICKEY,m,0.035,"51,064",349,1990,http://names.mongabay.com/male_names_alpha.htm
RICKIE,m,0.011,"16,049",657,1990,http://names.mongabay.com/male_names_alpha.htm
RICKY,m,0.141,"205,714",137,1990,http://names.mongabay.com/male_names_alpha.htm
RICO,m,0.006,"8,754",916,1990,http://names.mongabay.com/male_names_alpha.htm
RIGOBERTO,m,0.011,"16,049",653,1990,http://names.mongabay.com/male_names_alpha.htm
RILEY,m,0.01,"14,590",669,1990,http://names.mongabay.com/male_names_alpha.htm
ROB,m,0.013,"18,966",603,1990,http://names.mongabay.com/male_names_alpha.htm
ROBBIE,m,0.016,"23,343",537,1990,http://names.mongabay.com/male_names_alpha.htm
ROBBY,m,0.008,"11,672",780,1990,http://names.mongabay.com/male_names_alpha.htm
ROBERT,m,3.143,"4,585,515",3,1990,http://names.mongabay.com/male_names_alpha.htm
ROBERTO,m,0.097,"141,519",186,1990,http://names.mongabay.com/male_names_alpha.htm
ROBIN,m,0.032,"46,687",375,1990,http://names.mongabay.com/male_names_alpha.htm
ROBT,m,0.005,"7,295",982,1990,http://names.mongabay.com/male_names_alpha.htm
ROCCO,m,0.011,"16,049",645,1990,http://names.mongabay.com/male_names_alpha.htm
ROCKY,m,0.016,"23,343",530,1990,http://names.mongabay.com/male_names_alpha.htm
ROD,m,0.013,"18,966",599,1990,http://names.mongabay.com/male_names_alpha.htm
RODERICK,m,0.036,"52,523",345,1990,http://names.mongabay.com/male_names_alpha.htm
RODGER,m,0.017,"24,802",525,1990,http://names.mongabay.com/male_names_alpha.htm
RODNEY,m,0.18,"262,613",111,1990,http://names.mongabay.com/male_names_alpha.htm
RODOLFO,m,0.03,"43,769",385,1990,http://names.mongabay.com/male_names_alpha.htm
RODRICK,m,0.006,"8,754",871,1990,http://names.mongabay.com/male_names_alpha.htm
RODRIGO,m,0.011,"16,049",648,1990,http://names.mongabay.com/male_names_alpha.htm
ROGELIO,m,0.022,"32,097",448,1990,http://names.mongabay.com/male_names_alpha.htm
ROGER,m,0.322,"469,786",50,1990,http://names.mongabay.com/male_names_alpha.htm
ROLAND,m,0.072,"105,045",223,1990,http://names.mongabay.com/male_names_alpha.htm
ROLANDO,m,0.021,"30,638",463,1990,http://names.mongabay.com/male_names_alpha.htm
ROLF,m,0.004,"5,836",1167,1990,http://names.mongabay.com/male_names_alpha.htm
ROLLAND,m,0.005,"7,295",986,1990,http://names.mongabay.com/male_names_alpha.htm
ROMAN,m,0.02,"29,179",475,1990,http://names.mongabay.com/male_names_alpha.htm
ROMEO,m,0.01,"14,590",688,1990,http://names.mongabay.com/male_names_alpha.htm
RON,m,0.072,"105,045",221,1990,http://names.mongabay.com/male_names_alpha.htm
RONALD,m,0.725,"1,057,747",21,1990,http://names.mongabay.com/male_names_alpha.htm
RONNIE,m,0.113,"164,863",158,1990,http://names.mongabay.com/male_names_alpha.htm
RONNY,m,0.007,"10,213",798,1990,http://names.mongabay.com/male_names_alpha.htm
ROOSEVELT,m,0.028,"40,851",398,1990,http://names.mongabay.com/male_names_alpha.htm
RORY,m,0.012,"17,508",629,1990,http://names.mongabay.com/male_names_alpha.htm
ROSARIO,m,0.005,"7,295",953,1990,http://names.mongabay.com/male_names_alpha.htm
ROSCOE,m,0.013,"18,966",589,1990,http://names.mongabay.com/male_names_alpha.htm
ROSENDO,m,0.006,"8,754",906,1990,http://names.mongabay.com/male_names_alpha.htm
ROSS,m,0.05,"72,948",282,1990,http://names.mongabay.com/male_names_alpha.htm
ROY,m,0.273,"398,296",65,1990,http://names.mongabay.com/male_names_alpha.htm
ROYAL,m,0.006,"8,754",851,1990,http://names.mongabay.com/male_names_alpha.htm
ROYCE,m,0.016,"23,343",539,1990,http://names.mongabay.com/male_names_alpha.htm
RUBEN,m,0.082,"119,635",203,1990,http://names.mongabay.com/male_names_alpha.htm
RUBIN,m,0.006,"8,754",850,1990,http://names.mongabay.com/male_names_alpha.htm
RUDOLF,m,0.004,"5,836",1166,1990,http://names.mongabay.com/male_names_alpha.htm
RUDOLPH,m,0.034,"49,605",356,1990,http://names.mongabay.com/male_names_alpha.htm
RUDY,m,0.034,"49,605",359,1990,http://names.mongabay.com/male_names_alpha.htm
RUEBEN,m,0.004,"5,836",1182,1990,http://names.mongabay.com/male_names_alpha.htm
RUFUS,m,0.025,"36,474",411,1990,http://names.mongabay.com/male_names_alpha.htm
RUPERT,m,0.005,"7,295",985,1990,http://names.mongabay.com/male_names_alpha.htm
RUSS,m,0.007,"10,213",811,1990,http://names.mongabay.com/male_names_alpha.htm
RUSSEL,m,0.015,"21,884",554,1990,http://names.mongabay.com/male_names_alpha.htm
RUSSELL,m,0.224,"326,807",82,1990,http://names.mongabay.com/male_names_alpha.htm
RUSTY,m,0.012,"17,508",626,1990,http://names.mongabay.com/male_names_alpha.htm
RYAN,m,0.328,"478,539",49,1990,http://names.mongabay.com/male_names_alpha.htm
SAL,m,0.005,"7,295",952,1990,http://names.mongabay.com/male_names_alpha.htm
SALVADOR,m,0.049,"71,489",286,1990,http://names.mongabay.com/male_names_alpha.htm
SALVATORE,m,0.029,"42,310",389,1990,http://names.mongabay.com/male_names_alpha.htm
